,Unnamed: 0,From,To,Cost,Var
101,101,85,223,38.76002587805155,72.16135930028695
102,102,224,85,1.0070879105714141,0.07763735123647468
103,103,73,87,352.3098486505564,5528.650004165502
104,104,86,87,344.3856917536242,17815.625564704096
105,105,88,89,0.7142170626617332,0.08084546831829789
106,106,88,66,45.849411055071215,120.24560806183612
107,107,89,67,55.53002578356847,210.53060736646216
108,108,86,88,47.60467118489669,220.4992904261739
109,109,87,89,5.002518789234555,1.2786223106086023
110,110,81,90,33.85885828471933,49.472580812306035
111,111,91,92,41.19507989017425,85.31251171206598
112,112,80,93,202.5790019745857,5983.226880011904
113,113,90,93,0.9824990306034306,0.08447922136945128
114,114,90,91,0.7530681728340917,0.04731386976323466
115,115,92,82,30.54019032425209,96.07783997513937
116,116,93,92,32.808163859272824,61.813727438036814
117,117,77,94,44.967100761054105,162.43986685789142
118,118,93,94,39.672145919212255,182.7987380405269
119,119,76,95,35.11837613948437,149.1713109090548
120,120,94,95,41.1691108037741,100.12630010694728
121,121,96,97,0.8865958961478191,0.07009343644037276
122,122,96,61,26.87840524087969,40.58255397111369
123,123,94,96,33.49010697425422,74.6632718242694
124,124,97,60,37.8947832851973,114.77305797443626
125,125,95,97,35.71711166813601,128.3967042431979
126,126,98,99,0.8876115100736154,0.08402926366299157
127,127,100,101,0.9273992525336413,0.12232357967783263
128,128,98,100,1.0417028778327515,0.10820513303999095
129,129,100,64,113.05321190558477,1668.2639741239202
130,130,101,62,103.37942722539508,1307.9094305368162
131,131,99,101,3.2005050518391873,0.6216065860609915
132,132,173,56,4.33105444906141,1.6774794578204997
133,133,44,102,6.096533727962243,1.9221175588942194
134,134,154,103,1.7493139147311392,0.23242503820766935
135,135,102,103,1.7625442747675053,0.4934305547904518
136,136,149,38,40.038514366814034,251.52473404979582
137,137,153,149,24.405935534425176,33.67127603347269
138,138,190,143,29.709722628430647,134.69601098373215
139,139,143,105,20.78848550524767,66.6975121358198
140,140,105,149,22.682762394847327,30.203978580022106
141,141,190,106,33.91384215463226,69.710721678579
142,142,106,153,19.345426189943556,58.06921980452586
143,143,106,105,14.329386911312199,14.143926030145048
144,144,58,107,14.998992863974886,17.686284842112492
145,145,53,108,30.396473093010147,68.12925042786344
146,146,109,110,54.86738200339692,354.7762848719745
147,147,43,172,63.20917377872557,183.1002626569836
148,148,172,173,73.28614838948752,249.15764922280823
149,149,112,53,23.921325126692757,35.17895639330593
150,150,113,112,19.983764821105236,21.843175347003616
151,151,114,113,25.158060478397235,64.58891223559313
152,152,206,115,163.21995013462865,3653.776370095028
153,153,115,114,149.74320237939634,3112.8540504296166
154,154,13,224,23.989702435059115,66.60468519339393
155,155,14,70,31.903913179296275,56.82622885366268
156,156,10,70,51.646518834675845,151.75059306547809
157,157,11,71,51.67507501147299,375.1327136546587
158,158,26,119,15.967363208897593,13.298459810650442
159,159,119,118,16.886581789451782,16.877609818413607
160,160,116,117,1.1995984797491286,0.22150761367489277
161,161,119,120,35.64381399176691,110.90623596103502
162,162,120,116,70.5403316580128,540.0325315158249
163,163,118,121,12.131869673004418,20.814864131007074
164,164,121,117,148.27257023621274,1890.3078452991106
165,165,120,121,163.46861536820555,1323.6874956938013
166,166,6,122,27.5770422871331,74.34423951538723
167,167,122,222,88.01377315729866,327.0642881661832
168,168,11,123,32.20216630874212,60.737825281147735
169,169,123,49,38.00866088330464,67.37602155698747
170,170,124,50,34.94380395597975,101.73081561412243
171,171,124,123,34.2608570960161,183.33111958163298
172,172,37,125,16.357588016376358,20.574578725123427
173,173,126,184,21.834304738852772,54.710448881425016
174,174,116,127,25.523704835582414,49.682463458951716
175,175,117,128,13.625666712478079,8.076869312899394
176,176,127,128,5.925517515382441,2.4871039314961547
177,177,222,129,55.71676976304474,326.34449464114937
178,178,129,118,4.961552748561352,1.3917856927476642
179,179,222,130,19.728992673311005,41.152982461061434
180,180,130,119,6.174293362277121,2.159084220768374
181,181,130,129,7.8421028593480155,5.28283809591065
182,182,127,131,45.4856961550144,98.33169434105605
183,183,131,214,38.40323263783449,77.79544727572635
184,184,128,132,17.42034303646073,14.196341111522084
185,185,132,37,78.6399761581623,707.3407633738304
186,186,131,132,71.84636909716988,783.9472580630145
187,187,27,133,46.7317895196724,225.78926880131112
188,188,133,1,54.50854864420613,169.3356126513767
189,189,158,159,56.26484309135572,386.6554667718559
190,190,135,136,16.813156591042908,39.32257861146809
191,191,136,134,16.350108856848518,19.786784139051555
192,192,134,137,30.96137799343736,85.23120564022184
193,193,137,221,13.567297512265867,9.29915243546924
194,194,52,155,25.058332176705974,42.85586172106054
195,195,138,139,23.9279089454183,50.86072995663147
196,196,1,140,24.139280257244966,83.18127557649517
197,197,140,32,82.06027305625646,632.1578477461189
198,198,141,142,83.41291618723838,449.47214026532316
199,199,16,141,22.759412092282897,33.737503014476
200,200,141,12,24.26955499635611,83.70916739429423
201,201,14,142,40.643705644718295,238.77442665271508
202,202,142,16,22.78996379085679,29.74601623053511
203,203,57,144,39.467084730135355,181.5054846535778
204,204,144,43,26.529005230455255,41.707674122532445
205,205,107,145,28.13727618762097,60.37922907391633
206,206,145,108,32.24633691740366,61.06147103098485
207,207,108,146,5.330641830624415,2.295264988681669
208,208,146,54,32.33518966710112,52.4194047897983
209,209,111,148,38.6785958099521,176.30824255778185
210,210,148,40,40.38436014362262,106.29905129584587
211,211,153,150,1.0025090462908401,0.047981913750700815
212,212,65,150,1.0908094304373779,0.09486457675163758
213,213,151,152,0.8912887624769531,0.032145044301817007
214,214,152,149,0.7796023449872428,0.028112743125208544
215,215,150,152,0.77911347528089,0.03819059003174484
216,216,102,154,9.793536435320416,9.211799718478527
217,217,155,154,0.9614504737973985,0.058655909086007256
218,218,121,122,248.79516540308592,3050.1421045076145
219,219,31,157,195.90781190661025,2248.162154006413
220,220,157,32,167.02425904430822,3970.177326249315
221,221,160,135,5.13419233665498,3.6623301086025033
222,222,162,161,208.6346458794125,4604.3902893040695
223,223,161,163,237.51154443585148,7931.467319749579
224,224,162,164,191.01804580897513,2132.9323116117544
225,225,164,163,243.85953124939638,6349.139898638953
226,226,165,166,261.9033564871886,5020.92339294904
227,227,167,168,672.3428208348384,22981.05686090795
228,228,109,168,74.25413071302134,742.6114060027691
229,229,168,138,52.377325873135305,270.53486460687634
230,230,139,169,51.44918987807497,230.0940019976172
231,231,169,110,40.88414867717454,118.9390012926568
232,232,168,169,57.48218294084119,269.6440018161682
233,233,95,170,11.824306933081386,16.05070713456364
234,234,125,171,335.1925673151609,8824.081555887353
235,235,171,126,247.44541265224058,8988.067072109414
236,236,173,174,67.12614815380432,289.46871697215687
237,237,174,175,73.24931878676023,784.4666041645685
238,238,56,175,79.88044589108935,404.39912669963877
239,239,175,39,47.034785921213555,299.2664834004764
240,240,47,177,3.3369417688192327,0.5602523924495022
241,241,101,178,13.334586771636761,18.237187861245797
242,242,178,104,11.849017045115307,9.712847617703286
243,243,63,179,14.664546779814827,16.590767709746995
244,244,179,151,16.02374749431261,15.445620444044678
245,245,68,180,25.305549088102037,78.80523843495277
246,246,180,167,25.407241556551412,78.472887781724
247,247,97,181,19.56912435036244,16.27213536858204
248,248,181,100,19.56764357290762,16.203948920961356
249,249,184,183,35.439735754755155,78.55832607432255
250,250,183,182,42.98146888082136,103.89360161598981
251,251,9,185,57.15327210335694,325.591882826681
252,252,185,124,53.458096020565,457.1717805003929
253,253,87,186,18.97460614797085,44.59130121299995
254,254,186,90,8.828254306328814,3.2505496815661874
255,255,188,187,9.283283059064724,11.501913604604061
256,256,187,41,18.17432716986623,43.43654824886439
257,257,163,188,25.07672444140141,75.40410192710804
258,258,201,153,16.203286324463097,28.19591639875258
259,259,169,189,21.070627119152157,64.83344128789261
260,260,189,190,22.23973133793476,71.4302678943798
261,261,176,189,24.900072130087448,54.84957442575282
262,262,91,191,20.32368515734066,44.70520336451604
263,263,191,83,29.68651681496022,94.96814424354491
264,264,76,192,13.366861386034726,11.183171952476085
265,265,192,47,6.206019921367369,2.864238813202518
266,266,177,193,8.38243796393466,4.516422395637083
267,267,193,98,26.00156716960733,50.39849857399071
268,268,92,194,9.828052978003573,13.24102238141978
269,269,194,96,21.06002640004486,27.17370101501512
270,270,89,195,17.179544668724347,45.281012780403465
271,271,195,91,26.313203544367614,29.730074590765422
272,272,224,223,3.4054037759542006,0.5363455590600539
273,273,75,196,11.592350063115912,11.217166333780927
274,274,196,48,13.726718307357038,19.98299015518433
275,275,15,197,12.774389752585991,25.689588007620337
276,276,197,72,28.756374465999137,101.79801012949004
277,277,15,198,33.043927720712205,149.6117703438836
278,278,198,85,6.242489399929016,6.162569892575591
279,279,152,199,53.722941439217735,386.76219489655494
280,280,199,164,56.54873904477285,204.2092603637224
281,281,200,65,54.21225238502569,156.69935341861714
282,282,201,200,78.2107713664,551.8239076446882
283,283,176,201,57.107429981393686,184.85369638796075
284,284,163,202,71.41913811893534,239.43382414945182
285,285,164,203,72.11826607739667,801.7085707623265
286,286,202,187,40.2856856108837,74.2633392554899
287,287,38,203,54.798637401187264,139.59534456185585
288,288,203,202,43.84407444467431,141.94969848375274
289,289,41,165,59.659706615595695,503.20891106528535
290,290,72,204,29.33605564591869,87.26009882185603
291,291,204,86,24.207630810626814,26.400627839612056
292,292,85,205,26.321628981988752,59.33085610313652
293,293,205,86,11.37685074729703,5.273168107148823
294,294,170,98,21.065562637447695,48.06770345733681
295,295,207,208,7.182808300935319,2.944473459635438
296,296,208,160,9.555858905568968,9.57122055746565
297,297,210,207,8.492097629252681,4.283077564428188
298,298,209,208,2.1336544720690256,0.6565544992410278
299,299,210,209,2.9235105060650004,0.5057244134324088
300,300,210,211,3.049772877778466,0.41784241992539223
301,301,211,213,2.8538742346780457,1.1466953191540994
302,302,212,209,16.982041665154128,32.43698049789216
303,303,213,212,17.144841744391595,29.166326645595184
304,304,213,210,21.550783218039026,18.75595704959045
305,305,182,213,15.715658389405252,16.92466793960462
306,306,215,216,64.94312561603245,243.7460022945694
307,307,135,215,86.5016510352405,446.32643278613386
308,308,215,158,66.80612520228475,228.06867257537863
309,309,159,216,93.57752454120237,1010.0348936480502
310,310,216,136,96.41151758033568,798.083046777955
311,311,5,217,3.6923633571097985,1.254414401131263
312,312,217,209,4.5634994156238955,2.08034738065883
313,313,60,218,24.899896177092366,44.659288115834684
314,314,218,64,21.726819529065455,58.54054890711868
315,315,151,219,21.78606495833378,71.03188401670214
316,316,219,162,22.218927515241337,61.91067175380469
317,317,103,220,3.9326062646251487,1.798716114909509
318,318,220,99,24.419842557983443,91.05243654832191
319,319,223,225,1.06743717623646,0.047929686662838
320,320,225,88,40.28084332029204,88.25123026933122
321,321,104,226,7.996645751902269,3.955073410727949
322,322,226,206,7.48483190786272,4.325311779577528
323,323,155,227,1.5436015178713705,0.16860920006003716
324,324,227,45,19.75273559999927,20.822814237426282
325,325,231,232,56.94576144220147,402.9972050691768
326,326,241,242,46.708822921666645,289.81568695070825
327,327,242,229,45.178710651407556,204.45034561259197
328,328,228,236,194.56916597169376,1913.5145599787577
329,329,246,238,36.69550026099409,171.75886643897408
330,330,229,248,42.50077175203319,273.47076650991886
331,331,248,238,195.05808126881107,3887.7990361198526
332,332,247,248,106.69351248802448,577.0345750032687
333,333,250,251,11.426825795067321,9.394382912360408
334,334,251,246,26.590318178907253,38.67135680764229
335,335,252,231,33.30253738478633,158.2315631357215
336,336,253,252,12.616078820815114,22.983271730652575
337,337,254,253,14.2898215428087,28.552011109088568
338,338,257,233,23.528084746244126,67.63230029503858
339,339,228,261,52.67034556064539,287.29426665032923
340,340,263,264,62.63364477643264,170.6569620003104
341,341,264,260,72.06517236788648,655.85266227319
342,342,263,228,50.63643824839374,306.06635984646095
343,343,246,271,104.33229966856223,783.5513634255709
344,344,271,247,132.785378366439,908.4475985244909
345,345,250,272,106.12523530476936,824.319579212255
346,346,272,249,127.31911592728139,2569.7597117724563
347,347,272,271,93.07080512489738,967.0117556440962
348,348,275,274,47.422829930848565,313.64502584737755
349,349,278,277,51.99087391073867,129.40321612709639
350,350,552,267,44.78089290415274,117.90765705881206
351,351,551,279,61.54232683878296,337.26962394137144
352,352,279,552,91.84756234709928,1001.9885319047931
353,353,280,276,28.608366713372806,127.17554283907194
354,354,280,281,37.59040931629418,165.49406677899077
355,355,283,236,14.89416952045184,17.913132412286043
356,356,284,241,36.86600710521676,81.2852298232814
357,357,554,555,1.793373876536565,0.4677289891414862
358,358,551,285,14.276602945017327,16.20059789744536
359,359,285,555,6.813242627174322,1.905009602017249
360,360,279,286,11.131760359906671,8.502983682422345
361,361,286,554,8.091015470115568,5.4575150538323545
362,362,286,285,1.0403419060559065,0.07902414198029334
363,363,287,276,1.3292272850305467,0.1663441958849291
364,364,281,287,63.90490212893432,581.9503522972244
365,365,277,289,4.084703661432579,1.8631774608644645
366,366,289,288,3.162734132134367,1.2541193897392506
367,367,290,500,0.8662878817209804,0.11941280687135614
368,368,291,292,4.7496003636851984,2.741996993592075
369,369,238,294,107.37904360043082,626.0559835083593
370,370,294,284,102.70672340069099,1443.3241537375925
371,371,295,284,137.7565179695345,1206.2563266684867
372,372,294,295,122.5076257227316,1155.1351375780157
373,373,239,296,198.0996769090315,4341.73721635276
374,374,302,249,42.7085589850916,112.09817720756136
375,375,301,302,22.873230996075257,41.19406241911427
376,376,303,272,25.702354242603857,45.059388594036825
377,377,302,303,11.099798492132155,8.41938392523334
378,378,303,299,15.195102200706039,33.931937240208256
379,379,299,250,10.142376088653052,6.640949956801761
380,380,304,278,0.7173560468138525,0.02504061557198328
381,381,305,277,0.7700870869902926,0.08992214791343679
382,382,304,305,0.7067038238529789,0.022707769917733052
383,383,305,288,4.900616801627875,1.0256954505968612
384,384,306,307,4.933658215062233,2.5200347089548076
385,385,308,278,65.22266335565244,303.06763020702397
386,386,309,308,0.9960551414713565,0.05225182908051533
387,387,310,304,42.97599549073051,256.83048200094544
388,388,310,308,50.50085552371617,369.75446009731496
389,389,311,309,54.09737741186606,294.408110386216
390,390,311,310,42.501567741825724,216.38505772198383
391,391,312,311,51.62378389799071,313.43379185121205
392,392,307,313,42.83297339855832,280.86368476223697
393,393,313,312,47.98369335513851,179.83453074397448
394,394,313,310,50.75514908859137,261.26338862478013
395,395,314,266,118.72718400673428,1009.0737512969538
396,396,315,239,94.86362428901292,940.25349769504
397,397,316,245,45.07263527526203,120.09709176095942
398,398,230,317,100.68155057131605,680.9728216838578
399,399,580,280,51.81796553015182,300.0424958900388
400,400,580,281,79.23860445754171,728.1224147625029
401,401,237,580,173.11738817750847,4469.534269077852
402,402,281,318,189.57776200593233,2330.454732370356
403,403,319,282,245.38263301069904,9099.362765387075
404,404,318,319,205.06943804954784,4437.081905183703
405,405,265,321,47.86540256810417,135.02864534625667
406,406,236,322,18.25821565187444,14.130857386673053
407,407,324,309,37.32537299820237,103.72402686986537
408,408,324,323,1.0146049820293153,0.10967248659463881
409,409,325,323,1.065438032897758,0.06820215342094295
410,410,326,324,0.9802151559266166,0.047526917484738314
411,411,326,325,0.7912890892682977,0.08946074636187085
412,412,328,327,0.8512972487873127,0.10909618926687689
413,413,329,330,1.053998251948473,0.11800977938198748
414,414,266,524,0.8206362560348158,0.029430405507138373
415,415,524,329,0.8924561938782477,0.10831503913474588
416,416,525,330,18.04258802374071,37.511074335250605
417,417,440,331,17.89644179851002,34.97032002591221
418,418,331,265,19.25031282087021,21.40753304832666
419,419,321,332,15.522353690834507,27.268941346257353
420,420,332,322,50.47922696238359,273.5534108262718
421,421,331,332,138.06148843687282,960.2224787044133
422,422,581,274,34.00640495162324,163.23869269592723
423,423,581,275,23.545796899870467,45.296989343706095
424,424,580,333,114.83713552885644,531.1797083405711
425,425,335,334,0.9350926305525272,0.043220688696676425
426,426,268,537,0.9995177333453731,0.12097977174753698
427,427,289,336,40.70887468176426,105.20016496800592
428,428,267,336,31.474572834327347,72.0212540566687
429,429,288,337,24.31469312386987,25.866863503962204
430,430,336,337,24.800606254138245,89.19369073357608
431,431,337,574,128.38780050396377,1134.125789132205
432,432,336,279,48.82134200006134,125.02900577304106
433,433,337,551,53.99299549123361,348.95691724429935
434,434,317,338,57.60212284608922,330.7486027716785
435,435,338,273,32.70169295049605,159.27305125923317
436,436,339,229,232.53189217119146,4188.002455394408
437,437,273,340,16.801802377644588,14.781587867308943
438,438,340,341,65.55504012387152,273.0129719568619
439,439,341,343,222.92749369381167,6784.926152200426
440,440,343,342,233.53363100627595,6950.658893815382
441,441,300,344,40.76708747580205,175.88162874804513
442,442,344,244,50.636660272531635,152.5098802470794
443,443,343,344,61.70968511940748,259.28995148980084
444,444,244,346,61.23628615961352,155.5602442940141
445,445,346,345,69.25446764451195,195.60654935523777
446,446,347,346,20.15314310076865,18.676869141957475
447,447,244,348,14.260354803947346,15.891646144461994
448,448,348,347,18.43640267635706,45.99056277494969
449,449,348,349,14.334828321254752,18.790154529125395
450,450,349,500,147.15717487091143,2028.9113152252128
451,451,523,328,43.682115888702526,142.177043503174
452,452,351,282,30.531405643319196,71.97500594875864
453,453,287,352,62.24351686050898,540.8790339480598
454,454,352,326,95.62801422374916,399.2941091094176
455,455,276,569,24.57257533723671,27.04402551954067
456,456,569,325,79.93542379140399,550.3078155772881
457,457,569,352,111.34470883731831,1743.6208149482852
458,458,353,287,55.159012271777506,226.5758459434809
459,459,352,354,66.44416602013544,494.9205010112864
460,460,354,353,63.81116747594008,294.71782570762696
461,461,320,355,55.11379593272783,333.59345827861
462,462,568,356,144.10312937214212,1905.7677209750657
463,463,357,355,130.40864003730303,763.403448812488
464,464,357,356,124.99923292404351,2136.947028567114
465,465,354,358,164.6299430582715,3505.227417263951
466,466,358,568,30.670390607129256,141.99449880283302
467,467,358,357,26.71810413236558,47.08757779067182
468,468,282,359,35.44830905203589,135.8741205087887
469,469,359,320,17.18922108964912,15.575688371649505
470,470,356,359,22.386348356454793,23.05672201653553
471,471,276,362,17.36073974152896,15.17030265195353
472,472,362,360,19.498172408322866,31.276247500750774
473,473,361,362,15.333539115829305,14.17918338644203
474,474,323,363,28.61696736300946,32.85304956169043
475,475,325,364,32.59928315643617,54.23741803914393
476,476,363,364,29.29506117166219,88.51526484012572
477,477,364,365,54.7542230651601,377.20019738945444
478,478,365,366,56.49128673537164,441.85746395766864
479,479,366,361,72.12925324986763,351.96027905289134
480,480,367,365,65.07869188870606,641.6182839920812
481,481,367,368,64.33859408188056,539.0575621442979
482,482,368,366,63.41347398816171,636.1685982175529
483,483,363,369,42.855689610152005,127.62056581221935
484,484,364,370,13.658227990006425,28.707886014188734
485,485,369,370,0.8314935973597084,0.03495530080665226
486,486,371,367,1.020578651525125,0.05922373803451939
487,487,370,371,0.867610503471389,0.10580441603734202
488,488,373,372,274.7819330449589,6406.498590604486
489,489,360,374,286.635081384749,12496.293791473412
490,490,374,373,213.15664705644807,5538.859521957363
491,491,368,375,247.08298561576075,3108.0972265258642
492,492,375,360,250.00857383063337,8111.721126031318
493,493,372,376,248.30467162398156,4839.216240829805
494,494,377,327,335.7742469698338,8113.260226154886
495,495,378,328,523.3209361403084,19910.032435276953
496,496,377,378,417.29303225201704,10821.85805105911
497,497,314,379,27.618902084449843,77.94193157100169
498,498,379,329,27.895616920860842,66.53095623203048
499,499,380,377,26.111454178227316,81.23495333161951
500,500,381,380,28.327261543214682,37.465150971401236
501,501,382,314,45.291339693226895,260.1077839181264
502,502,380,383,58.703853762172784,281.8737292609347
503,503,383,379,58.99442530896903,361.9120285191404
504,504,382,383,54.22005764901997,250.89653511272522
505,505,329,384,50.044439772036746,323.4784203173229
506,506,384,377,27.785568631250463,101.35536908874869
507,507,383,384,38.40085105000411,83.73191799152883
508,508,330,385,38.246264707468434,134.01518581844093
509,509,385,378,30.64580090081112,38.49390675908448
510,510,384,385,37.39091132776837,86.68146636679586
511,511,381,386,5.642145811774176,3.533975661400771
512,512,386,382,59.533379377381515,276.13375382830424
513,513,387,381,19.378685545077467,18.565697429584755
514,514,388,389,14.462678454319722,22.020894486995577
515,515,390,388,14.531757226402275,33.247506888036774
516,516,393,392,14.606979042884378,15.61234221835602
517,517,392,394,35.32551016701393,180.8314277387641
518,518,394,395,30.818033205873807,122.35641895931009
519,519,396,395,31.252006813145854,51.08636327217187
520,520,394,397,31.825392587379387,57.750273214434074
521,521,397,391,43.409826471889666,88.65650785980722
522,522,397,396,32.14712419520997,102.14592898266736
523,523,392,398,22.39812996331666,21.988535266379984
524,524,398,388,21.112640531616783,28.901185165336447
525,525,395,398,20.98104686133239,63.920358563759365
526,526,393,399,20.837467264036544,18.497417716050794
527,527,399,389,19.33950791177661,36.391713624711684
528,528,398,399,21.168910356443604,57.271184053413705
529,529,391,400,16.392404094004558,33.11143614054674
530,530,400,390,15.415984534175708,23.888019873084538
531,531,400,396,17.606553800112067,47.179758711254024
532,532,401,313,20.00967612736561,24.732662990852077
533,533,402,312,17.82278834838222,42.61561127890317
534,534,402,401,16.20378549670405,16.921068417501324
535,535,556,401,18.213682074630483,32.63262128679336
536,536,556,402,22.352565186510656,74.22492669019378
537,537,403,306,89.09875758206613,661.4735862555007
538,538,404,307,78.86815797851679,590.7401559072176
539,539,404,403,0.893659510736339,0.11889071446825705
540,540,557,403,0.8877788474563765,0.09853366934353232
541,541,557,404,1.0106890096959495,0.15734316574826854
542,542,573,405,32.19035686340127,162.5582848859534
543,543,406,573,23.127340202077278,61.22596727597276
544,544,407,406,9.353738388593227,5.590967489966249
545,545,405,408,11.103296710030747,7.2123090514729595
546,546,537,409,9.618110084016363,7.710184051996687
547,547,409,574,56.110315110925136,201.6645235985007
548,548,574,410,73.65274314876001,730.7467099000876
549,549,410,306,35.45652609907006,50.83831542745331
550,550,411,408,27.65357076636931,87.40599557186829
551,551,412,411,22.34746533947597,26.489037371064693
552,552,291,414,35.57723948743066,154.3766767107341
553,553,555,415,7.8689690179342495,3.479040437939709
554,554,415,5,30.508529197556253,133.9723992262448
555,555,416,413,18.472478795930247,34.30293261260864
556,556,417,416,1.2324623573707696,0.09136355677954348
557,557,333,418,37.10369784617366,108.21719562046653
558,558,418,581,32.583146656003834,160.36358848420292
559,559,376,419,33.18063434363641,110.41535238404255
560,560,275,420,31.15777047356109,69.709758655327
561,561,420,335,17.505920848476833,12.961249760400495
562,562,274,421,5.76516509114827,1.6571540512559135
563,563,421,334,15.126857535093626,11.483249303529742
564,564,421,420,16.392013115265428,15.908897896532165
565,565,419,422,21.328739575800046,21.423257995775405
566,566,422,335,18.125967231893757,34.34064379384998
567,567,423,316,43.07347685684303,166.7741415148634
568,568,245,424,192.49525632943357,2007.2612263400129
569,569,423,424,206.49531148602338,5022.742443209849
570,570,424,425,142.56234333166398,3247.276955066309
571,571,426,423,156.56443681470512,3372.612296959616
572,572,426,425,186.75132511644708,4929.178838149214
573,573,269,428,40.304931112595604,102.14884589365474
574,574,428,427,33.31712244016431,62.087699623733755
